0.0	8.0
0.0189	7.89349365234375
0.0303	7.800854206085205
0.0535	7.726687908172607
0.0604	7.639301300048828
0.0764	7.565345764160156
0.108	7.490522861480713
0.1138	7.402313232421875
0.1317	7.322639465332031
0.1498	7.241995334625244
0.1563	7.160425186157227
0.2311	7.083828449249268
0.1879	6.980889320373535
0.1882	6.9041748046875
0.2356	6.83322286605835
0.2306	6.750775337219238
0.2387	6.675452709197998
0.2608	6.602364540100098
0.4056	6.527193546295166
0.3236	6.416767120361328
0.3203	6.333300590515137
0.3143	6.254822254180908
0.3571	6.181478977203369
0.4093	6.101932525634766
0.3833	6.014741897583008
0.5794	5.936483860015869
0.4465	5.822931289672852
0.4901	5.738788604736328
0.5053	5.649838924407959
0.5594	5.561408519744873
0.5237	5.466887474060059
0.465	5.381348133087158
0.5218	5.30784797668457
0.4768	5.2279534339904785
0.5296	5.157153129577637
0.539	5.0808305740356445
0.6057	5.00536584854126
0.5573	4.922928333282471
0.6267	4.849124431610107
0.5728	4.768308639526367
0.6122	4.696342468261719
0.6253	4.621347904205322
0.6681	4.5466179847717285
0.6429	4.4686737060546875
0.7434	4.395418643951416
0.7354	4.312633037567139
0.7545	4.23255729675293
0.7528	4.152182579040527
0.8158	4.073699474334717
0.8112	3.9904191493988037
0.7902	3.909294843673706
0.7737	3.831850290298462
0.8549	3.7575173377990723
0.8795	3.6769564151763916
0.9267	3.5956459045410156
0.9751	3.511552095413208
0.8796	3.42467999458313
0.9699	3.3477156162261963
0.9052	3.2643373012542725
0.9884	3.1878631114959717
0.9911	3.105778217315674
1.0667	3.0248351097106934
0.9898	2.9391489028930664
1.1906	2.8609251976013184
1.0566	2.768325090408325
1.0432	2.6874310970306396
1.0408	2.6087911128997803
1.0962	2.5315182209014893
1.1248	2.4513492584228516
1.1693	2.370298385620117
1.1957	2.2872629165649414
1.1236	2.203566074371338
1.2175	2.126018762588501
1.5953	2.0431597232818604
1.2016	1.9360750913619995
1.1339	1.8565088510513306
1.2367	1.782430648803711
1.272	1.7026978731155396
1.4155	1.6217498779296875
1.2775	1.5328246355056763
1.2802	1.4535866975784302
1.3099	1.3751720190048218
1.3181	1.2959340810775757
1.2754	1.2171714305877686
1.5805	1.1418780088424683
1.3529	1.0496845245361328
1.945	0.971696138381958
1.3548	0.8608777523040771
1.3643	0.7845749258995056
1.5009	0.7086102366447449
1.8085	0.7086102366447449
1.4551	0.7086102366447449
1.4526	0.7086102366447449
1.4261	0.7086102366447449
1.5105	0.7086102366447449
1.7569	0.7086102366447449
1.4739	0.7086102366447449
1.427	0.7086102366447449
1.5579	0.7086102366447449
1.5241	0.7086102366447449
1.5718	0.7086102366447449
1.7459	0.7086102366447449
1.6327	0.7086102366447449
1.6815	0.7086102366447449
1.778	0.7086102366447449
1.7584	0.7086102366447449
1.9682	0.7086102366447449
1.8791	0.7086102366447449
1.8236	0.7086102366447449
1.9851	0.7086102366447449
1.9086	0.7086102366447449
1.8256	0.7086102366447449
2.0205	0.7086102366447449
